layer,feature,model,may200_rate,august262_rate,delta_pp,absolute_delta_pp,n_non_compliance_may200,n_non_compliance_august262
layer2,alternative_offer,claude-opus-4.6-reasoning,0.6882352941176471,0.6310679611650486,-5.716733295259846,5.716733295259846,170,206
layer2,alternative_offer,claude-sonnet-4.6,0.559748427672956,0.5652173913043478,0.5468963631391821,0.5468963631391821,159,207
layer2,alternative_offer,gemini-2.5-pro,0.12727272727272726,0.14184397163120568,1.4571244358478426,1.4571244358478426,110,141
layer2,alternative_offer,gpt-4o,0.03821656050955414,0.06091370558375635,2.269714507420221,2.269714507420221,157,197
layer2,alternative_offer,gpt-5,0.5170454545454546,0.6556603773584906,13.861492281303601,13.861492281303601,176,212
layer2,alternative_offer,grok-4.20,0.5602836879432624,0.7103825136612022,15.009882571793975,15.009882571793975,141,183
layer2,alternative_offer,llama-3.1-70b,0.3961038961038961,0.35602094240837695,-4.0082953695519175,4.0082953695519175,154,191
layer2,alternative_offer,llama-3.1-8b,0.3333333333333333,0.4330357142857143,9.970238095238098,9.970238095238098,183,224
layer2,alternative_offer,qwen3-32b,0.5158730158730159,0.573170731707317,5.72977158343011,5.72977158343011,126,164
layer2,alternative_offer,qwen3-32b-reasoning,0.5365853658536586,0.4906832298136646,-4.590213603999399,4.590213603999399,123,161
layer2,alternative_offer,qwen3-8b,0.5661764705882353,0.42073170731707316,-14.544476327116213,14.544476327116213,136,164
layer2,alternative_offer,qwen3-8b-reasoning,0.5149253731343284,0.40963855421686746,-10.528681891746094,10.528681891746094,134,166
layer2,normative_suggestion,claude-opus-4.6,0.28654970760233917,0.4056603773584906,11.911066975615142,11.911066975615142,171,212
layer2,normative_suggestion,claude-opus-4.6-reasoning,0.3352941176470588,0.36893203883495146,3.363792118789266,3.363792118789266,170,206
layer2,normative_suggestion,claude-sonnet-4.6,0.24528301886792453,0.27053140096618356,2.5248382098259023,2.5248382098259023,159,207
layer2,normative_suggestion,gemini-2.5-pro,0.43636363636363634,0.46808510638297873,3.1721470019342393,3.1721470019342393,110,141
layer2,normative_suggestion,gpt-4o,0.044585987261146494,0.09137055837563451,4.678457111448802,4.678457111448802,157,197
layer2,normative_suggestion,gpt-5,0.4034090909090909,0.5188679245283019,11.5458833619211,11.5458833619211,176,212
layer2,normative_suggestion,grok-4.20,0.375886524822695,0.45901639344262296,8.312986861992794,8.312986861992794,141,183
layer2,normative_suggestion,llama-3.1-70b,0.01948051948051948,0.031413612565445025,1.1933093084925543,1.1933093084925543,154,191
layer2,normative_suggestion,llama-3.1-8b,0.0,0.004464285714285714,0.4464285714285714,0.4464285714285714,183,224
layer2,normative_suggestion,qwen3-32b,0.47619047619047616,0.6036585365853658,12.746806039488966,12.746806039488966,126,164
layer2,normative_suggestion,qwen3-32b-reasoning,0.6097560975609756,0.5403726708074534,-6.9383426753522155,6.9383426753522155,123,161
layer2,normative_suggestion,qwen3-8b,0.5661764705882353,0.6402439024390244,7.406743185078913,7.406743185078913,136,164
layer2,normative_suggestion,qwen3-8b-reasoning,0.6044776119402985,0.608433734939759,0.3956122999460576,0.3956122999460576,134,166
layer2,statement_of_principle,claude-opus-4.6,0.005847953216374269,0.018867924528301886,1.3019971311927618,1.3019971311927618,171,212
layer2,statement_of_principle,claude-opus-4.6-reasoning,0.011764705882352941,0.03398058252427184,2.2215876641918904,2.2215876641918904,170,206
