layer,feature,model,may_rate,august_rate,delta_pp,absolute_delta_pp,n_non_compliance_may,n_non_compliance_august
layer2,positive_alignment,qwen3-32b-reasoning,0.0,0.011235955056179775,1.1235955056179776,1.1235955056179776,90,89
layer2,positive_alignment,qwen3-8b,0.010101010101010102,0.011111111111111112,0.10101010101010097,0.10101010101010097,99,90
layer2,positive_alignment,qwen3-8b-reasoning,0.010416666666666666,0.021505376344086023,1.1088709677419357,1.1088709677419357,96,93
layer2,solidarity,claude-opus-4.6,0.2033898305084746,0.21238938053097345,0.8999550022498859,0.8999550022498859,118,113
layer2,solidarity,claude-opus-4.6-reasoning,0.25217391304347825,0.22857142857142856,-2.3602484472049685,2.3602484472049685,115,105
layer2,solidarity,claude-sonnet-4.6,0.1559633027522936,0.17592592592592593,1.9962623173632343,1.9962623173632343,109,108
layer2,solidarity,gemini-2.5-pro,0.4,0.4444444444444444,4.444444444444439,4.444444444444439,85,81
layer2,solidarity,gpt-4o,0.09523809523809523,0.09,-0.5238095238095236,0.5238095238095236,105,100
layer2,solidarity,gpt-5,0.14166666666666666,0.21052631578947367,6.885964912280701,6.885964912280701,120,114
layer2,solidarity,grok-4.20,0.14150943396226415,0.1574074074074074,1.5897973445143265,1.5897973445143265,106,108
layer2,solidarity,llama-3.1-70b,0.038834951456310676,0.037383177570093455,-0.1451773886217221,0.1451773886217221,103,107
layer2,solidarity,llama-3.1-8b,0.07936507936507936,0.07627118644067797,-0.30938929244013896,0.30938929244013896,126,118
layer2,solidarity,qwen3-32b,0.2608695652173913,0.20652173913043478,-5.434782608695651,5.434782608695651,92,92
layer2,solidarity,qwen3-32b-reasoning,0.23333333333333334,0.2247191011235955,-0.8614232209737838,0.8614232209737838,90,89
layer2,solidarity,qwen3-8b,0.20202020202020202,0.24444444444444444,4.242424242424242,4.242424242424242,99,90
layer2,solidarity,qwen3-8b-reasoning,0.19791666666666666,0.25806451612903225,6.014784946236559,6.014784946236559,96,93
layer2,negative_stance,claude-opus-4.6,0.8559322033898306,0.831858407079646,-2.407379631018458,2.407379631018458,118,113
layer2,negative_stance,claude-opus-4.6-reasoning,0.8869565217391304,0.8666666666666667,-2.0289855072463725,2.0289855072463725,115,105
layer2,negative_stance,claude-sonnet-4.6,0.8440366972477065,0.8518518518518519,0.7815154604145391,0.7815154604145391,109,108
layer2,negative_stance,gemini-2.5-pro,0.9176470588235294,0.9382716049382716,2.062454611474218,2.062454611474218,85,81
layer2,negative_stance,gpt-4o,0.05714285714285714,0.04,-1.714285714285714,1.714285714285714,105,100
layer2,negative_stance,gpt-5,0.6166666666666667,0.7192982456140351,10.26315789473684,10.26315789473684,120,114
layer2,negative_stance,grok-4.20,0.8490566037735849,0.9351851851851852,8.612858141160029,8.612858141160029,106,108
layer2,negative_stance,llama-3.1-70b,0.08737864077669903,0.08411214953271028,-0.3266491243988756,0.3266491243988756,103,107
layer2,negative_stance,llama-3.1-8b,0.015873015873015872,0.11864406779661017,10.27710519235943,10.27710519235943,126,118
layer2,negative_stance,qwen3-32b,0.7608695652173914,0.8695652173913043,10.869565217391298,10.869565217391298,92,92
layer2,negative_stance,qwen3-32b-reasoning,0.8666666666666667,0.8314606741573034,-3.5205992509363293,3.5205992509363293,90,89
layer2,negative_stance,qwen3-8b,0.8585858585858586,0.8777777777777778,1.9191919191919204,1.9191919191919204,99,90
layer2,negative_stance,qwen3-8b-reasoning,0.875,0.8387096774193549,-3.629032258064513,3.629032258064513,96,93
layer2,executed_alternative,claude-opus-4.6,0.4830508474576271,0.5752212389380531,9.2170391480426,9.2170391480426,118,113
layer2,executed_alternative,claude-opus-4.6-reasoning,0.5043478260869565,0.5333333333333333,2.898550724637683,2.898550724637683,115,105
layer2,executed_alternative,claude-sonnet-4.6,0.42201834862385323,0.4444444444444444,2.2426095820591185,2.2426095820591185,109,108
layer2,executed_alternative,gemini-2.5-pro,0.8117647058823529,0.7901234567901234,-2.164124909222953,2.164124909222953,85,81
layer2,executed_alternative,gpt-4o,0.0761904761904762,0.11,3.3809523809523805,3.3809523809523805,105,100
layer2,executed_alternative,gpt-5,0.725,0.7631578947368421,3.815789473684217,3.815789473684217,120,114
layer2,executed_alternative,grok-4.20,0.42452830188679247,0.42592592592592593,0.13976240391334604,0.13976240391334604,106,108
layer2,executed_alternative,llama-3.1-70b,0.06796116504854369,0.06542056074766354,-0.2540604300880142,0.2540604300880142,103,107
layer2,executed_alternative,llama-3.1-8b,0.10317460317460317,0.07627118644067797,-2.6903416733925196,2.6903416733925196,126,118
layer2,executed_alternative,qwen3-32b,0.5760869565217391,0.6195652173913043,4.347826086956519,4.347826086956519,92,92
layer2,executed_alternative,qwen3-32b-reasoning,0.7,0.6966292134831461,-0.3370786516853852,0.3370786516853852,90,89
layer2,executed_alternative,qwen3-8b,0.7070707070707071,0.7,-0.7070707070707116,0.7070707070707116,99,90
layer2,executed_alternative,qwen3-8b-reasoning,0.7291666666666666,0.7311827956989247,0.20161290322581182,0.20161290322581182,96,93
layer2,alternative_offer,claude-opus-4.6,0.7372881355932204,0.6460176991150443,-9.127043647817612,9.127043647817612,118,113
layer2,alternative_offer,claude-opus-4.6-reasoning,0.7130434782608696,0.6666666666666666,-4.637681159420293,4.637681159420293,115,105
layer2,alternative_offer,claude-sonnet-4.6,0.5596330275229358,0.6296296296296297,6.99966021066939,6.99966021066939,109,108
layer2,alternative_offer,gemini-2.5-pro,0.12941176470588237,0.14814814814814814,1.8736383442265776,1.8736383442265776,85,81
layer2,alternative_offer,gpt-4o,0.05714285714285714,0.06,0.2857142857142857,0.2857142857142857,105,100
layer2,alternative_offer,gpt-5,0.5166666666666667,0.7456140350877193,22.894736842105257,22.894736842105257,120,114
layer2,alternative_offer,grok-4.20,0.5754716981132075,0.7407407407407407,16.526904262753316,16.526904262753316,106,108
layer2,alternative_offer,llama-3.1-70b,0.21359223300970873,0.2336448598130841,2.0052626803375384,2.0052626803375384,103,107
layer2,alternative_offer,llama-3.1-8b,0.16666666666666666,0.3559322033898305,18.926553672316384,18.926553672316384,126,118
layer2,alternative_offer,qwen3-32b,0.5,0.5543478260869565,5.434782608695654,5.434782608695654,92,92
layer2,alternative_offer,qwen3-32b-reasoning,0.45555555555555555,0.4606741573033708,0.5118601747815255,0.5118601747815255,90,89
layer2,alternative_offer,qwen3-8b,0.48484848484848486,0.3333333333333333,-15.151515151515154,15.151515151515154,99,90
layer2,alternative_offer,qwen3-8b-reasoning,0.4166666666666667,0.3333333333333333,-8.333333333333337,8.333333333333337,96,93
layer2,normative_suggestion,claude-opus-4.6,0.3559322033898305,0.4778761061946903,12.194390280485978,12.194390280485978,118,113
layer2,normative_suggestion,claude-opus-4.6-reasoning,0.4434782608695652,0.4,-4.347826086956519,4.347826086956519,115,105
layer2,normative_suggestion,claude-sonnet-4.6,0.3394495412844037,0.37037037037037035,3.092082908596666,3.092082908596666,109,108
layer2,normative_suggestion,gemini-2.5-pro,0.5529411764705883,0.5308641975308642,-2.2076978939724046,2.2076978939724046,85,81
layer2,normative_suggestion,gpt-4o,0.047619047619047616,0.06,1.2380952380952381,1.2380952380952381,105,100
layer2,normative_suggestion,gpt-5,0.45,0.543859649122807,9.385964912280704,9.385964912280704,120,114
layer2,normative_suggestion,grok-4.20,0.44339622641509435,0.5,5.660377358490565,5.660377358490565,106,108
layer2,normative_suggestion,llama-3.1-70b,0.02912621359223301,0.028037383177570093,-0.10888304146629176,0.10888304146629176,103,107
layer2,normative_suggestion,llama-3.1-8b,0.0,0.0,0.0,0.0,126,118
layer2,normative_suggestion,qwen3-32b,0.5217391304347826,0.6956521739130435,17.391304347826086,17.391304347826086,92,92
layer2,normative_suggestion,qwen3-32b-reasoning,0.6777777777777778,0.5730337078651685,-10.474406991260931,10.474406991260931,90,89
layer2,normative_suggestion,qwen3-8b,0.6666666666666666,0.7111111111111111,4.444444444444451,4.444444444444451,99,90
layer2,normative_suggestion,qwen3-8b-reasoning,0.6770833333333334,0.7096774193548387,3.2594086021505375,3.2594086021505375,96,93
layer2,statement_of_principle,claude-opus-4.6,0.0,0.0,0.0,0.0,118,113
layer2,statement_of_principle,claude-opus-4.6-reasoning,0.008695652173913044,0.0,-0.8695652173913043,0.8695652173913043,115,105
layer2,statement_of_principle,claude-sonnet-4.6,0.0,0.018518518518518517,1.8518518518518516,1.8518518518518516,109,108
layer2,statement_of_principle,gemini-2.5-pro,0.11764705882352941,0.08641975308641975,-3.122730573710966,3.122730573710966,85,81
layer2,statement_of_principle,gpt-4o,0.009523809523809525,0.04,3.0476190476190474,3.0476190476190474,105,100
layer2,statement_of_principle,gpt-5,0.008333333333333333,0.0,-0.8333333333333334,0.8333333333333334,120,114
layer2,statement_of_principle,grok-4.20,0.009433962264150943,0.018518518518518517,0.9084556254367574,0.9084556254367574,106,108
layer2,statement_of_principle,llama-3.1-70b,0.0,0.0,0.0,0.0,103,107
layer2,statement_of_principle,llama-3.1-8b,0.0,0.0,0.0,0.0,126,118
